"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","no checking account ",9,"existing credits paid back duly till now ","furniture equipment ",1388,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 1",26,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",36,"existing credits paid back duly till now ","repairs ",2384,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 4",33,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","new car  ",2133,"unknown no savings account ","Greater than 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 4",52,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","furniture equipment ",2039,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 1",20,"no checking account 1","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",9,"critical account other credits existing (not at this bank) ","new car  ",2799,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",36,"no checking account 3","rent ",2,"skilled employee official ",2,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",1289,"Less than 100 DM","1 to 4 years ",4,"male single ","guarantor ",1,"0 to 200 DM 2",21,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","domestic appliances ",1217,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",3,"0 to 200 DM 1",47,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",2246,"Less than 100 DM","Greater than 7 years ",3,"male single ","none ",3,"0 to 200 DM 2",60,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","radio television ",385,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 1",58,"no checking account 3","own ",4,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",24,"delay in paying off in the past ","new car  ",1965,"unknown no savings account ","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",42,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",21,"existing credits paid back duly till now ","business ",1572,"Greater than 1000 DM ","Greater than 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",36,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",24,"existing credits paid back duly till now ","new car  ",2718,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",4,"0 to 200 DM 2",20,"no checking account 3","rent ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"all credits at this bank paid back duly","used car  0",1358,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",3,"0 to 200 DM 3",40,"no checking account 2","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",6,"all credits at this bank paid back duly","new car  ",931,"100 to 500 DM ","Less than 1 year ",1,"female divorced separated married ","none ",1,"0 to 200 DM 2",32,"no checking account 2","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","new car  ",1442,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",23,"no checking account 3","rent ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",24,"no credits taken all credits paid back duly ","business ",4241,"Less than 100 DM","1 to 4 years ",1,"male single ","none ",4,"0 to 200 DM 1",36,"no checking account 3","own ",3,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"false","no checking account ",18,"critical account other credits existing (not at this bank) ","new car  ",2775,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",2,"0 to 200 DM 2",31,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"delay in paying off in the past ","business ",3863,"Less than 100 DM","1 to 4 years ",1,"male single ","none ",2,"0 to 200 DM 4",32,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",7,"existing credits paid back duly till now ","radio television ",2329,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","guarantor ",1,"0 to 200 DM 1",45,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",9,"existing credits paid back duly till now ","furniture equipment ",918,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",1,"0 to 200 DM 2",30,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",24,"all credits at this bank paid back duly","education ",1837,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 4",34,"no checking account 1","for free ",1,"unskilled - resident ",1,"none ","yes "
"false","no checking account ",36,"existing credits paid back duly till now ","furniture equipment ",3349,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",28,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",10,"existing credits paid back duly till now ","furniture equipment ",1275,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",2,"0 to 200 DM 2",23,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"all credits at this bank paid back duly","furniture equipment ",2828,"500 to 1000 DM ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 1",22,"no checking account 2","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","business ",4526,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 1",74,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",36,"existing credits paid back duly till now ","radio television ",2671,"100 to 500 DM ","1 to 4 years ",4,"female divorced separated married ","co-applicant ",4,"0 to 200 DM 4",50,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",18,"existing credits paid back duly till now ","radio television ",2051,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",1,"0 to 200 DM 1",33,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","used car  ",1300,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",45,"no checking account 1","for free ",1,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","domestic appliances ",741,"100 to 500 DM ","unemployed ",4,"female divorced separated married ","none ",3,"0 to 200 DM 2",22,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Greater than 200 DM",10,"existing credits paid back duly till now ","new car  ",1240,"100 to 500 DM ","Greater than 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 4",48,"no checking account 3","for free ",1,"unskilled - resident ",2,"none ","yes "
"true","Less than 0 DM ",21,"existing credits paid back duly till now ","radio television ",3357,"Greater than 1000 DM ","Less than 1 year ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",29,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"all credits at this bank paid back duly","used car  ",3632,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","guarantor ",4,"0 to 200 DM 3",22,"no checking account 1","rent ",1,"skilled employee official ",1,"none ","no "
"false","no checking account ",18,"delay in paying off in the past ","furniture equipment ",1808,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",1,"0 to 200 DM 1",22,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",48,"no credits taken all credits paid back duly ","business ",12204,"unknown no savings account ","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",48,"no checking account 1","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",60,"delay in paying off in the past ","radio television ",9157,"unknown no savings account ","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 4",27,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"true","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","new car  ",3676,"Less than 100 DM","1 to 4 years ",1,"male single ","none ",3,"0 to 200 DM 1",37,"no checking account 3","rent ",3,"skilled employee official ",2,"none ","yes "
"false","0 to 200 DM ",30,"existing credits paid back duly till now ","furniture equipment ",3441,"100 to 500 DM ","1 to 4 years ",2,"female divorced separated married ","co-applicant ",4,"0 to 200 DM 3",21,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","new car  ",640,"Less than 100 DM","1 to 4 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 1",49,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",21,"critical account other credits existing (not at this bank) ","business ",3652,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",3,"0 to 200 DM 2",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","no checking account ",18,"critical account other credits existing (not at this bank) ","new car  ",1530,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 2",32,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"false","no checking account ",48,"existing credits paid back duly till now ","business ",3914,"unknown no savings account ","1 to 4 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 1",38,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",1858,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",1,"0 to 200 DM 3",22,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
